product_id,name,category,price,quantity_in_stock,sales,last_stock_date,supplier
PROD0343,Speaker Deluxe,Electronics,464.59,223,858,2025-01-11,Supplier A
PROD0344,Charger Basic,Electronics,338.23,471,423,2024-05-05,Supplier D
PROD0345,Knife Set Deluxe,Home & Kitchen,543.64,483,374,2024-10-24,Supplier B
PROD0346,Running Shoes Deluxe,Sports,544.87,165,349,2025-01-04,Supplier C
PROD0347,Gym Bag Deluxe,Sports,910.94,74,494,2025-10-23,Supplier A
PROD0348,Football Deluxe,Sports,668.88,292,611,2024-04-16,Supplier E
PROD0349,Jeans Standard,Clothing,612.59,43,150,2024-09-02,Supplier E
PROD0350,Blender Pro,Home & Kitchen,544.77,287,790,2024-11-19,Supplier C
PROD0351,Camera Deluxe,Electronics,842.71,210,811,2024-04-18,Supplier B
PROD0352,Charger Premium,Electronics,316.35,85,653,2025-03-14,Supplier B
PROD0353,Hat Elite,Clothing,547.45,489,308,2024-04-13,Supplier D
PROD0354,Kite Elite,Toys,846.56,343,96,2024-06-10,Supplier A
PROD0355,Bicycle Deluxe,Sports,462.61,466,434,2025-09-30,Supplier B
PROD0356,Plate Set Pro,Home & Kitchen,616.69,239,364,2024-04-19,Supplier E
PROD0357,Pan Standard,Home & Kitchen,240.91,107,543,2024-03-13,Supplier C
PROD0358,Jacket Deluxe,Clothing,219.23,61,262,2024-06-05,Supplier D
PROD0359,Phone Mount Pro,Automotive,837.44,362,146,2024-11-26,Supplier A
PROD0360,Gym Bag Pro,Sports,731.0,68,514,2025-10-01,Supplier C
PROD0361,Brake Pads Deluxe,Automotive,114.66,480,158,2025-07-14,Supplier E
PROD0362,Plate Set Premium,Home & Kitchen,366.3,237,653,2024-05-09,Supplier E
PROD0363,Jeans Basic,Clothing,750.36,483,977,2025-01-02,Supplier C
PROD0364,Running Shoes Premium,Sports,378.31,316,70,2025-05-16,Supplier A
PROD0365,Socks Basic,Clothing,943.58,305,396,2024-08-29,Supplier C
PROD0366,Moisturizer Elite,Beauty,992.18,229,407,2025-02-28,Supplier E
PROD0367,Keyboard Deluxe,Electronics,19.19,100,267,2025-02-09,Supplier B
PROD0368,Perfume Standard,Beauty,81.46,64,513,2025-07-06,Supplier C
PROD0369,T-Shirt Deluxe,Clothing,955.89,466,87,2025-07-27,Supplier E
PROD0370,Dress Basic,Clothing,177.34,253,418,2024-03-21,Supplier E
PROD0371,Doll Elite,Toys,758.1,331,905,2024-12-17,Supplier E
PROD0372,Action Figure Premium,Toys,792.5,108,382,2024-01-25,Supplier E
PROD0373,Coat Standard,Clothing,341.91,393,821,2024-02-29,Supplier C
PROD0374,Hat Basic,Clothing,310.08,194,34,2024-02-26,Supplier D
PROD0375,Remote Car Basic,Toys,82.39,478,6,2025-04-16,Supplier E
PROD0376,Hat Premium,Clothing,781.88,389,753,2025-04-28,Supplier D
PROD0377,Coffee Maker Pro,Home & Kitchen,987.47,233,973,2025-04-18,Supplier D
PROD0378,Puzzle Pro,Toys,185.16,478,564,2024-04-04,Supplier D
PROD0379,Mystery Deluxe,Books,234.11,65,911,2024-10-18,Supplier D
PROD0380,Plate Set Basic,Home & Kitchen,897.97,482,184,2024-12-13,Supplier C
PROD0381,Yoga Mat Deluxe,Sports,952.78,216,5,2024-07-15,Supplier E
PROD0382,Building Blocks Standard,Toys,415.64,324,182,2024-07-27,Supplier C
PROD0383,Pan Elite,Home & Kitchen,592.49,91,531,2025-04-16,Supplier B
PROD0384,Poetry Elite,Books,197.44,304,890,2024-04-16,Supplier E
PROD0385,Laptop Pro,Electronics,625.18,252,206,2024-03-02,Supplier A
PROD0386,Science Fiction Pro,Books,850.02,256,283,2025-04-21,Supplier D
PROD0387,Basketball Deluxe,Sports,150.85,50,535,2024-05-03,Supplier A
PROD0388,Tire Basic,Automotive,913.81,22,540,2024-12-01,Supplier E
PROD0389,Science Fiction Premium,Books,485.09,49,264,2025-08-05,Supplier D
PROD0390,Tablet Elite,Electronics,206.84,73,121,2024-02-05,Supplier D
PROD0391,Poetry Pro,Books,213.69,237,345,2024-06-23,Supplier E
PROD0392,Doll Standard,Toys,276.88,396,866,2024-08-26,Supplier C
PROD0393,Biography Elite,Books,106.8,67,891,2025-07-06,Supplier A
PROD0394,Moisturizer Standard,Beauty,146.62,164,33,2024-03-15,Supplier E
PROD0395,Atlas Standard,Books,598.89,258,227,2024-05-23,Supplier C
PROD0396,Kite Pro,Toys,988.48,338,176,2024-09-30,Supplier D
PROD0397,Shorts Premium,Clothing,83.96,223,219,2025-05-19,Supplier C
PROD0398,Nail Polish Premium,Beauty,362.62,211,890,2024-11-17,Supplier C
PROD0399,Tennis Racket Standard,Sports,497.26,110,16,2024-06-26,Supplier B
PROD0400,Shoes Standard,Clothing,101.47,411,166,2023-11-29,Supplier E
PROD0401,Tennis Racket Deluxe,Sports,482.64,121,218,2024-11-11,Supplier B
PROD0402,Helmet Standard,Sports,932.02,165,1,2023-12-25,Supplier A
PROD0403,Keyboard Premium,Electronics,551.0,334,554,2024-07-07,Supplier A
PROD0404,Stuffed Animal Pro,Toys,710.4,276,374,2024-07-14,Supplier E
PROD0405,Toaster Elite,Home & Kitchen,206.22,59,499,2025-06-17,Supplier C
PROD0406,Basketball Premium,Sports,823.62,109,567,2024-12-07,Supplier D
PROD0407,Phone Mount Premium,Automotive,159.06,16,445,2025-10-16,Supplier C
PROD0408,Play-Doh Standard,Toys,634.76,71,195,2025-08-27,Supplier A
PROD0409,Charger Deluxe,Electronics,33.7,430,270,2025-07-24,Supplier D
PROD0410,Water Bottle Standard,Sports,433.71,97,489,2025-06-06,Supplier E
PROD0411,Gym Bag Standard,Sports,904.39,486,131,2024-03-13,Supplier A
PROD0412,History Pro,Books,572.86,457,799,2024-09-01,Supplier A
PROD0413,Lipstick Basic,Beauty,628.24,318,2,2024-04-11,Supplier A
PROD0414,Fork Set Premium,Home & Kitchen,19.74,122,691,2025-06-16,Supplier C
PROD0415,Wiper Blades Pro,Automotive,660.42,437,633,2024-01-31,Supplier D
PROD0416,Helmet Premium,Sports,433.37,409,754,2025-01-08,Supplier E
PROD0417,Science Fiction Elite,Books,344.72,327,367,2024-09-21,Supplier A
PROD0418,Charger Deluxe,Electronics,232.78,215,187,2023-10-31,Supplier D
PROD0419,Face Mask Elite,Beauty,924.84,115,546,2025-07-09,Supplier B
PROD0420,Pot Deluxe,Home & Kitchen,77.46,198,135,2024-12-11,Supplier C
PROD0421,Phone Mount Pro,Automotive,858.24,245,438,2024-01-25,Supplier D
PROD0422,Pot Basic,Home & Kitchen,55.41,148,841,2024-10-03,Supplier B
PROD0423,Ball Deluxe,Toys,323.23,188,792,2025-08-31,Supplier D
PROD0424,Hat Premium,Clothing,523.58,338,280,2024-12-19,Supplier E
PROD0425,History Pro,Books,253.87,175,929,2024-09-01,Supplier D
PROD0426,Shorts Premium,Clothing,547.03,166,917,2024-08-06,Supplier B
PROD0427,Football Standard,Sports,260.4,153,495,2024-12-11,Supplier D
PROD0428,Basketball Standard,Sports,498.12,58,398,2024-04-26,Supplier D
PROD0429,Monitor Premium,Electronics,469.34,100,720,2024-02-13,Supplier E
PROD0430,Shampoo Deluxe,Beauty,115.98,312,38,2024-04-23,Supplier B
PROD0431,Dictionary Deluxe,Books,856.18,176,337,2024-04-02,Supplier D
PROD0432,Wiper Blades Standard,Automotive,874.42,67,400,2025-10-18,Supplier E
PROD0433,Action Figure Standard,Toys,134.26,446,76,2024-11-06,Supplier D
PROD0434,Air Filter Standard,Automotive,22.14,368,486,2025-01-02,Supplier D
PROD0435,Car Cover Elite,Automotive,387.81,402,828,2024-05-28,Supplier E
PROD0436,Air Filter Elite,Automotive,899.16,281,487,2025-07-04,Supplier A
PROD0437,Monitor Premium,Electronics,175.33,436,77,2024-02-10,Supplier A
PROD0438,Shorts Pro,Clothing,127.51,215,91,2024-10-10,Supplier A
PROD0439,Shampoo Basic,Beauty,799.59,496,350,2024-10-26,Supplier C
PROD0440,Dumbbell Basic,Sports,259.75,208,242,2025-07-26,Supplier C
PROD0441,Shampoo Standard,Beauty,133.22,425,330,2024-10-26,Supplier E
PROD0442,Biography Standard,Books,16.96,195,845,2025-08-25,Supplier E
PROD0443,Shorts Elite,Clothing,22.01,112,507,2025-07-28,Supplier B
PROD0444,Water Bottle Premium,Sports,302.68,465,341,2024-10-20,Supplier B
PROD0445,Biography Basic,Books,908.82,152,119,2025-05-02,Supplier A
PROD0446,Keyboard Pro,Electronics,858.38,292,951,2024-06-18,Supplier A
PROD0447,Running Shoes Basic,Sports,108.72,22,838,2024-08-18,Supplier D
PROD0448,Fiction Novel Deluxe,Books,691.58,369,634,2023-12-09,Supplier B
PROD0449,Mystery Deluxe,Books,706.08,360,94,2024-05-30,Supplier C
PROD0450,Puzzle Deluxe,Toys,130.11,458,478,2025-07-31,Supplier B
PROD0451,Shampoo Premium,Beauty,860.67,11,385,2024-04-22,Supplier D
PROD0452,Cup Standard,Home & Kitchen,482.26,424,334,2024-09-26,Supplier A
PROD0453,Atlas Deluxe,Books,506.63,185,573,2025-01-15,Supplier D
PROD0454,Science Fiction Premium,Books,238.89,383,305,2025-06-25,Supplier B
PROD0455,Kite Deluxe,Toys,606.54,262,108,2024-09-01,Supplier B
PROD0456,Water Bottle Premium,Sports,936.34,450,12,2024-02-26,Supplier E
PROD0457,Headphones Standard,Electronics,637.2,310,810,2023-11-25,Supplier C
PROD0458,Yoga Mat Deluxe,Sports,993.03,65,131,2024-09-27,Supplier D
PROD0459,Hair Dryer Basic,Beauty,813.56,212,279,2024-04-12,Supplier C
PROD0460,Microwave Pro,Home & Kitchen,705.63,81,326,2023-11-16,Supplier E
PROD0461,T-Shirt Elite,Clothing,537.92,480,802,2025-03-25,Supplier C
PROD0462,Kite Standard,Toys,968.78,19,340,2024-08-23,Supplier D
PROD0463,Brake Pads Elite,Automotive,787.36,472,647,2025-08-07,Supplier B
PROD0464,Cup Deluxe,Home & Kitchen,139.2,75,481,2025-02-12,Supplier B
PROD0465,Speaker Basic,Electronics,842.37,182,590,2025-07-30,Supplier E
PROD0466,Helmet Elite,Sports,446.8,162,475,2024-06-26,Supplier A
PROD0467,Wiper Blades Basic,Automotive,393.59,322,155,2024-02-10,Supplier E
PROD0468,Cup Premium,Home & Kitchen,965.03,273,554,2024-01-07,Supplier E
PROD0469,Ball Elite,Toys,67.19,343,956,2024-03-26,Supplier B
PROD0470,Stuffed Animal Basic,Toys,586.67,477,424,2025-06-19,Supplier B
PROD0471,Phone Mount Elite,Automotive,770.12,354,665,2024-08-13,Supplier D
PROD0472,Mystery Premium,Books,767.68,284,149,2024-09-23,Supplier C
PROD0473,Stuffed Animal Deluxe,Toys,136.83,298,707,2024-12-06,Supplier D
PROD0474,Dress Premium,Clothing,33.88,0,346,2025-06-22,Supplier C
PROD0475,Coffee Maker Pro,Home & Kitchen,672.69,351,711,2023-10-30,Supplier E
PROD0476,Face Mask Premium,Beauty,817.58,367,247,2024-05-10,Supplier C
PROD0477,Air Filter Pro,Automotive,130.21,184,146,2024-02-26,Supplier D
PROD0478,Blender Pro,Home & Kitchen,761.52,423,974,2025-05-25,Supplier D
PROD0479,Lipstick Basic,Beauty,422.74,405,83,2024-11-10,Supplier C
PROD0480,Fiction Novel Premium,Books,600.32,41,929,2024-10-11,Supplier D
PROD0481,Coffee Maker Basic,Home & Kitchen,166.02,16,765,2025-01-28,Supplier B
PROD0482,Building Blocks Deluxe,Toys,560.0,297,364,2024-09-16,Supplier B
PROD0483,Jacket Elite,Clothing,238.67,137,443,2024-03-02,Supplier A
PROD0484,Pot Elite,Home & Kitchen,287.96,167,210,2024-11-10,Supplier C
PROD0485,Smartphone Premium,Electronics,94.87,301,538,2025-04-22,Supplier B
PROD0486,Jacket Elite,Clothing,75.12,320,153,2024-10-06,Supplier B
PROD0487,Tennis Racket Standard,Sports,11.95,455,463,2025-01-01,Supplier D
PROD0488,Foundation Elite,Beauty,640.02,118,102,2024-03-06,Supplier C
PROD0489,Cup Standard,Home & Kitchen,359.73,474,896,2025-09-02,Supplier D
PROD0490,Poetry Deluxe,Books,805.41,462,44,2024-08-11,Supplier D
PROD0491,Air Filter Deluxe,Automotive,291.05,463,545,2025-03-27,Supplier A
PROD0492,Phone Mount Pro,Automotive,441.96,272,226,2025-09-16,Supplier D
PROD0493,Foundation Deluxe,Beauty,105.53,48,126,2024-06-11,Supplier B
PROD0494,Puzzle Pro,Toys,801.11,398,930,2025-06-27,Supplier A
PROD0495,Blender Standard,Home & Kitchen,814.39,259,591,2024-10-05,Supplier A
PROD0496,Board Game Elite,Toys,603.48,114,355,2025-04-20,Supplier B
PROD0497,Yoga Mat Premium,Sports,773.66,315,31,2024-10-04,Supplier E
PROD0498,Face Mask Basic,Beauty,132.24,225,486,2024-12-23,Supplier E
PROD0499,Sunscreen Basic,Beauty,601.13,55,183,2024-04-09,Supplier D
PROD0500,Hat Premium,Clothing,119.49,463,829,2025-08-26,Supplier C
PROD0501,Yoga Mat Basic,Sports,679.7,354,597,2025-06-16,Supplier B
PROD0502,Kite Basic,Toys,385.35,26,761,2025-09-22,Supplier C
PROD0503,Oil Filter Deluxe,Automotive,836.62,13,390,2025-04-01,Supplier A
PROD0504,Play-Doh Premium,Toys,831.13,175,514,2023-11-06,Supplier E
PROD0505,Dictionary Standard,Books,168.53,105,435,2024-10-30,Supplier C
PROD0506,Fork Set Premium,Home & Kitchen,888.53,295,230,2025-02-25,Supplier C
PROD0507,Remote Car Standard,Toys,960.1,100,284,2025-08-31,Supplier B
PROD0508,Biography Basic,Books,19.58,443,352,2023-12-16,Supplier E
PROD0509,Basketball Standard,Sports,523.19,274,230,2023-11-04,Supplier E
PROD0510,Self-Help Standard,Books,399.16,419,103,2024-02-16,Supplier A
PROD0511,Yoga Mat Deluxe,Sports,976.57,216,309,2025-08-21,Supplier A
PROD0512,Face Mask Pro,Beauty,361.04,435,995,2025-10-16,Supplier D
PROD0513,Dumbbell Premium,Sports,408.95,195,239,2024-03-13,Supplier A
PROD0514,Tennis Racket Elite,Sports,818.41,184,71,2024-11-04,Supplier B
PROD0515,Basketball Deluxe,Sports,302.2,30,630,2024-11-15,Supplier E
PROD0516,Poetry Deluxe,Books,968.34,55,359,2025-03-09,Supplier B
PROD0517,Dictionary Deluxe,Books,19.86,294,769,2023-11-26,Supplier E
PROD0518,Sweater Basic,Clothing,204.6,271,203,2025-10-07,Supplier E
PROD0519,Pan Elite,Home & Kitchen,519.36,492,214,2025-06-03,Supplier C
PROD0520,Pan Standard,Home & Kitchen,863.97,80,220,2024-02-10,Supplier B
PROD0521,Jeans Standard,Clothing,506.45,338,696,2024-09-20,Supplier C
PROD0522,T-Shirt Deluxe,Clothing,179.99,329,139,2025-09-10,Supplier E
PROD0523,Spark Plug Premium,Automotive,975.82,36,378,2024-04-15,Supplier C
PROD0524,Socks Premium,Clothing,731.92,109,558,2025-02-19,Supplier B
PROD0525,Helmet Premium,Sports,472.1,37,600,2025-06-19,Supplier C
PROD0526,Phone Mount Deluxe,Automotive,642.13,361,953,2025-01-04,Supplier A
PROD0527,Car Cover Basic,Automotive,41.18,468,461,2024-05-02,Supplier C
PROD0528,Science Fiction Elite,Books,520.68,13,112,2024-07-26,Supplier D
PROD0529,Charger Elite,Electronics,149.81,113,952,2024-05-09,Supplier B
PROD0530,Remote Car Pro,Toys,441.16,164,471,2025-05-02,Supplier E
PROD0531,Nail Polish Premium,Beauty,178.75,33,756,2023-11-02,Supplier B
PROD0532,Sweater Standard,Clothing,830.51,318,477,2025-03-17,Supplier C
PROD0533,Sunscreen Basic,Beauty,757.02,198,466,2024-05-19,Supplier C
PROD0534,Foundation Elite,Beauty,770.99,195,733,2025-08-05,Supplier B
PROD0535,Action Figure Elite,Toys,695.44,325,652,2025-01-16,Supplier D
PROD0536,Poetry Standard,Books,293.87,343,877,2025-07-22,Supplier B
PROD0537,Nail Polish Basic,Beauty,621.78,444,786,2023-12-17,Supplier B
PROD0538,Helmet Premium,Sports,480.95,288,588,2025-03-24,Supplier D
PROD0539,Face Mask Premium,Beauty,952.98,84,998,2023-11-26,Supplier E
PROD0540,Knife Set Pro,Home & Kitchen,834.24,475,454,2023-12-25,Supplier C
PROD0541,Dictionary Standard,Books,508.06,329,493,2025-09-05,Supplier A
PROD0542,Spark Plug Basic,Automotive,500.9,199,604,2025-04-02,Supplier A
PROD0543,Stuffed Animal Pro,Toys,907.44,133,432,2025-03-20,Supplier E
PROD0544,Jeans Basic,Clothing,467.97,83,252,2023-11-24,Supplier A
PROD0545,Tire Deluxe,Automotive,77.0,215,782,2023-11-17,Supplier B
PROD0546,T-Shirt Premium,Clothing,957.24,151,516,2024-07-14,Supplier D
PROD0547,Pan Pro,Home & Kitchen,18.22,294,683,2025-02-03,Supplier C
PROD0548,T-Shirt Premium,Clothing,919.16,420,902,2025-04-28,Supplier B
PROD0549,Oil Filter Premium,Automotive,632.85,172,995,2024-11-06,Supplier C
PROD0550,Floor Mats Basic,Automotive,274.99,168,189,2025-08-07,Supplier E
PROD0551,Sunscreen Premium,Beauty,788.8,193,199,2024-11-13,Supplier D
PROD0552,Perfume Deluxe,Beauty,89.79,29,97,2024-10-25,Supplier D
PROD0553,Plate Set Premium,Home & Kitchen,96.22,239,165,2024-11-26,Supplier C
PROD0554,Brake Pads Premium,Automotive,176.11,485,890,2025-04-11,Supplier B
PROD0555,Biography Basic,Books,433.0,417,500,2025-05-29,Supplier A
PROD0556,Sunscreen Basic,Beauty,296.56,263,268,2024-02-28,Supplier A
PROD0557,Coffee Maker Standard,Home & Kitchen,103.97,97,971,2025-05-03,Supplier D
PROD0558,Camera Premium,Electronics,273.59,158,532,2024-07-25,Supplier D
PROD0559,Action Figure Standard,Toys,215.11,402,598,2025-08-08,Supplier E
PROD0560,Water Bottle Basic,Sports,192.05,435,964,2024-05-07,Supplier A
PROD0561,Pot Premium,Home & Kitchen,198.42,272,448,2024-12-30,Supplier E
PROD0562,Poetry Elite,Books,286.29,27,664,2025-04-07,Supplier E
PROD0563,Speaker Deluxe,Electronics,505.98,48,258,2024-03-11,Supplier B
PROD0564,Tennis Racket Premium,Sports,623.54,495,493,2023-12-26,Supplier B
PROD0565,Plate Set Elite,Home & Kitchen,185.1,312,289,2024-03-22,Supplier B
PROD0566,Building Blocks Premium,Toys,630.87,466,893,2025-10-18,Supplier C
PROD0567,Dumbbell Standard,Sports,627.6,415,361,2025-03-12,Supplier A
PROD0568,Lipstick Standard,Beauty,548.3,445,506,2024-06-28,Supplier E
PROD0569,Board Game Elite,Toys,798.61,165,510,2025-10-10,Supplier C
PROD0570,Coat Pro,Clothing,162.64,442,402,2025-03-17,Supplier C
PROD0571,Cup Premium,Home & Kitchen,119.68,69,548,2025-02-28,Supplier C
PROD0572,Dress Premium,Clothing,711.67,127,190,2024-03-20,Supplier A
PROD0573,Toaster Deluxe,Home & Kitchen,924.93,262,838,2025-01-31,Supplier D
PROD0574,Phone Mount Deluxe,Automotive,640.02,340,533,2024-08-29,Supplier B
PROD0575,Speaker Pro,Electronics,662.74,298,323,2024-05-04,Supplier D
PROD0576,Mouse Deluxe,Electronics,931.62,383,296,2025-09-03,Supplier A
PROD0577,Tennis Racket Premium,Sports,726.59,191,826,2025-05-05,Supplier A
PROD0578,Coffee Maker Elite,Home & Kitchen,486.05,426,193,2024-09-24,Supplier C
PROD0579,Sweater Pro,Clothing,107.72,498,261,2025-02-14,Supplier C
PROD0580,Play-Doh Deluxe,Toys,341.07,413,945,2024-03-17,Supplier A
PROD0581,Mouse Standard,Electronics,177.82,95,197,2024-03-12,Supplier D
PROD0582,Cup Pro,Home & Kitchen,745.25,342,203,2025-03-14,Supplier C
PROD0583,Socks Pro,Clothing,43.08,71,614,2025-10-25,Supplier B
PROD0584,Self-Help Basic,Books,504.56,156,733,2024-07-09,Supplier D
PROD0585,Water Bottle Pro,Sports,358.65,60,813,2024-09-05,Supplier D
PROD0586,Kite Deluxe,Toys,731.17,487,180,2024-02-21,Supplier D
PROD0587,Doll Standard,Toys,504.74,466,91,2024-09-16,Supplier B
PROD0588,Knife Set Pro,Home & Kitchen,86.62,40,705,2024-02-25,Supplier E
PROD0589,Yoga Mat Elite,Sports,896.13,274,688,2024-01-05,Supplier A
PROD0590,Brake Pads Standard,Automotive,953.44,97,480,2024-08-17,Supplier C
PROD0591,Dictionary Standard,Books,106.27,161,27,2024-10-25,Supplier A
PROD0592,Foundation Premium,Beauty,961.88,300,328,2025-03-28,Supplier C
PROD0593,Blender Basic,Home & Kitchen,537.18,500,659,2024-02-04,Supplier A
PROD0594,Pot Deluxe,Home & Kitchen,973.21,49,705,2025-04-12,Supplier D
PROD0595,Smartphone Standard,Electronics,226.49,24,1,2025-08-21,Supplier E
PROD0596,Headphones Deluxe,Electronics,439.65,372,776,2024-01-23,Supplier C
PROD0597,Hair Dryer Basic,Beauty,614.15,252,8,2025-04-20,Supplier A
PROD0598,Mystery Standard,Books,213.78,264,657,2025-02-22,Supplier C
PROD0599,Eye Shadow Standard,Beauty,754.82,231,626,2024-09-27,Supplier A
PROD0600,Floor Mats Premium,Automotive,52.24,222,772,2024-10-08,Supplier A
PROD0601,Camera Basic,Electronics,250.29,320,170,2024-05-01,Supplier E
PROD0602,Eye Shadow Premium,Beauty,710.05,484,714,2024-08-28,Supplier A
PROD0603,Face Mask Elite,Beauty,365.47,459,263,2024-08-07,Supplier C
PROD0604,Lipstick Standard,Beauty,545.34,392,28,2024-03-27,Supplier B
PROD0605,Running Shoes Premium,Sports,111.35,346,117,2024-10-27,Supplier B
PROD0606,Microwave Pro,Home & Kitchen,679.81,111,854,2024-02-15,Supplier A
PROD0607,History Basic,Books,825.92,163,868,2025-04-14,Supplier E
PROD0608,Dress Basic,Clothing,868.9,181,940,2025-10-23,Supplier B
PROD0609,Mystery Pro,Books,44.0,202,268,2024-01-10,Supplier A
PROD0610,Jeans Standard,Clothing,845.18,409,386,2024-01-22,Supplier E
PROD0611,Toaster Pro,Home & Kitchen,559.83,70,746,2025-03-15,Supplier D
PROD0612,Car Cover Elite,Automotive,606.43,24,738,2025-01-22,Supplier D
PROD0613,Knife Set Deluxe,Home & Kitchen,645.45,172,158,2024-11-18,Supplier D
PROD0614,Puzzle Pro,Toys,644.58,404,4,2025-02-17,Supplier B
PROD0615,Biography Elite,Books,872.95,199,622,2024-03-21,Supplier B
PROD0616,Oil Filter Premium,Automotive,227.67,427,966,2024-02-05,Supplier B
PROD0617,Mouse Elite,Electronics,860.6,52,752,2025-06-13,Supplier A
PROD0618,Football Pro,Sports,298.06,53,981,2024-03-04,Supplier A
PROD0619,Cookbook Standard,Books,362.93,77,692,2025-04-26,Supplier B
PROD0620,Jeans Standard,Clothing,60.44,254,750,2024-04-17,Supplier D
PROD0621,Oil Filter Elite,Automotive,914.11,113,345,2025-04-13,Supplier D
PROD0622,Building Blocks Elite,Toys,259.4,209,400,2024-11-21,Supplier E
PROD0623,Eye Shadow Pro,Beauty,586.18,258,336,2025-03-05,Supplier C
PROD0624,Laptop Deluxe,Electronics,258.21,396,747,2024-12-02,Supplier E
PROD0625,Wiper Blades Deluxe,Automotive,615.52,238,808,2023-11-13,Supplier C
PROD0626,Brake Pads Premium,Automotive,748.53,166,388,2024-10-10,Supplier A
PROD0627,Dumbbell Standard,Sports,381.52,464,829,2024-04-02,Supplier C
PROD0628,Plate Set Standard,Home & Kitchen,449.82,191,437,2025-04-22,Supplier B
PROD0629,Fork Set Basic,Home & Kitchen,933.83,412,94,2025-07-11,Supplier C
PROD0630,Science Fiction Standard,Books,708.32,180,347,2024-10-14,Supplier B
PROD0631,Ball Standard,Toys,613.06,187,896,2025-08-15,Supplier D
PROD0632,T-Shirt Pro,Clothing,471.0,360,990,2024-02-24,Supplier D
PROD0633,Pot Premium,Home & Kitchen,906.75,498,209,2024-11-03,Supplier A
PROD0634,Monitor Basic,Electronics,48.04,113,706,2025-02-02,Supplier C
PROD0635,Remote Car Deluxe,Toys,865.42,193,655,2024-05-22,Supplier C
PROD0636,Socks Pro,Clothing,668.47,396,678,2025-08-13,Supplier E
PROD0637,Helmet Elite,Sports,957.61,471,840,2025-10-08,Supplier C
PROD0638,Cookbook Elite,Books,747.29,297,171,2023-12-01,Supplier D
PROD0639,Fork Set Elite,Home & Kitchen,468.51,237,526,2024-02-18,Supplier E
PROD0640,Face Mask Deluxe,Beauty,241.65,106,645,2025-07-04,Supplier C
PROD0641,Basketball Premium,Sports,21.66,165,171,2025-05-01,Supplier E
PROD0642,Moisturizer Elite,Beauty,410.95,392,421,2024-07-11,Supplier B
PROD0643,Floor Mats Deluxe,Automotive,216.82,433,170,2024-01-01,Supplier D
PROD0644,Coffee Maker Elite,Home & Kitchen,24.41,243,41,2024-01-14,Supplier C
PROD0645,Battery Basic,Automotive,790.68,473,137,2023-11-26,Supplier B
PROD0646,Dumbbell Basic,Sports,411.07,8,405,2024-07-20,Supplier D
PROD0647,Coffee Maker Pro,Home & Kitchen,671.56,326,992,2025-02-21,Supplier C
PROD0648,Battery Pro,Automotive,706.86,20,795,2024-01-26,Supplier B
PROD0649,Puzzle Elite,Toys,59.71,38,878,2025-05-03,Supplier B
PROD0650,Basketball Standard,Sports,417.61,412,171,2024-10-31,Supplier D
PROD0651,Keyboard Pro,Electronics,274.95,226,128,2024-09-22,Supplier C
PROD0652,Plate Set Premium,Home & Kitchen,715.03,160,559,2024-11-21,Supplier D
PROD0653,Poetry Elite,Books,677.09,425,99,2023-12-14,Supplier A
PROD0654,Jeans Standard,Clothing,594.34,208,474,2024-06-10,Supplier A
PROD0655,Yoga Mat Pro,Sports,233.07,473,363,2025-05-04,Supplier C
PROD0656,Doll Basic,Toys,80.41,17,158,2025-03-26,Supplier C
PROD0657,Foundation Basic,Beauty,895.54,17,472,2025-06-17,Supplier D
PROD0658,Eye Shadow Deluxe,Beauty,643.67,343,184,2023-11-16,Supplier D
PROD0659,Camera Basic,Electronics,585.87,264,170,2025-08-25,Supplier D
PROD0660,Gym Bag Elite,Sports,153.44,290,573,2025-06-04,Supplier D
PROD0661,History Basic,Books,474.5,447,375,2025-04-15,Supplier A
PROD0662,Plate Set Basic,Home & Kitchen,846.08,236,445,2024-05-16,Supplier C
PROD0663,Air Filter Pro,Automotive,721.98,121,69,2024-08-09,Supplier E
PROD0664,Toaster Basic,Home & Kitchen,293.57,13,722,2024-12-07,Supplier D
PROD0665,Pan Pro,Home & Kitchen,803.22,409,812,2025-09-25,Supplier E
PROD0666,Kite Standard,Toys,555.41,31,4,2025-10-26,Supplier E
PROD0667,Perfume Pro,Beauty,375.81,419,426,2024-09-21,Supplier A
PROD0668,Atlas Premium,Books,213.49,353,613,2024-11-11,Supplier A
PROD0669,Doll Pro,Toys,410.12,164,632,2024-10-30,Supplier B
PROD0670,Camera Elite,Electronics,173.77,395,931,2024-11-18,Supplier C
PROD0671,Keyboard Basic,Electronics,131.57,474,910,2025-02-19,Supplier D
PROD0672,Blender Elite,Home & Kitchen,584.51,390,475,2024-08-04,Supplier C
PROD0673,Shorts Premium,Clothing,609.23,170,102,2025-09-04,Supplier B
PROD0674,T-Shirt Pro,Clothing,932.77,412,742,2024-08-16,Supplier B
PROD0675,Spark Plug Pro,Automotive,671.72,436,999,2025-10-16,Supplier D
PROD0676,Puzzle Pro,Toys,230.69,191,233,2024-08-21,Supplier C
PROD0677,History Elite,Books,86.76,95,824,2024-03-10,Supplier B
PROD0678,History Standard,Books,275.34,40,852,2024-04-01,Supplier D
PROD0679,Building Blocks Standard,Toys,292.72,310,580,2025-01-17,Supplier C
PROD0680,Spark Plug Standard,Automotive,723.9,460,265,2024-02-05,Supplier E
PROD0681,Pot Premium,Home & Kitchen,312.75,186,969,2025-09-26,Supplier C
